order_id,context,chart_type,task,q1_pre,q2_pre,q3_pre,q4_pre,comment,q1_post,q2_post,q3_post,q4_post,q1_oor,q2_oor,name
636,food and agriculture,line,judge which design is more appropriate for a task,4,3,Y,Y,,,,,,,,line_chart-judge_which_visualization_design_is_more_appropriate_for_a_task-food_and_agriculture
637,food and agriculture,line,judge which task this visualization design best supports,4,4,Y,Y,,,,,,y,y,line_chart-judge_which_task_this_visualization_design_best_supports-food_and_agriculture
638,food and agriculture,bar,make comparisons,4,4,Y,Y,,,,,,,,bar_chart-make_comparisons-food_and_agriculture
639,food and agriculture,bar,identify range,4,4,Y,Y,,,,,,,,bar_chart-identify_range-food_and_agriculture
640,food and agriculture,bar,retrieve value,4,4,Y,Y,,,,,,,,bar_chart-retrieve_value-food_and_agriculture
641,food and agriculture,bar,locate value,4,4,Y,Y,,,,,,,,bar_chart-locate_value-food_and_agriculture
642,food and agriculture,bar,identify labels of scales,4,4,Y,Y,,,,,,,,bar_chart-identify_labels_of_scales-food_and_agriculture
643,food and agriculture,bar,describe the topic of the visualization,4,4,Y,Y,,,,,,,,bar_chart-describe_the_topic_of_the_visualization-food_and_agriculture
644,food and agriculture,bar,estimate difference,4,4,Y,Y,,,,,,,,bar_chart-estimate_the_difference_between_two_values_of_the_same_type-food_and_agriculture
645,food and agriculture,bar,estimate ratio,4,4,Y,Y,,,,,,,,bar_chart-estimate_the_ratio_of_one_value_to_another_value_of_the_same_type-food_and_agriculture
646,food and agriculture,bar,estimate average,3,4,Y,Y,,,,,,,,bar_chart-estimate_the_average_of_multiple_values_of_the_same_type-food_and_agriculture
647,food and agriculture,bar,describe trend or correlation,3,3,Y,Y,hard to do trend without time,,,,,,,bar_chart-describe_trend_or_correlation-food_and_agriculture
648,food and agriculture,bar,describe the characteristics of an alternative chart type,4,4,Y,Y,,,,,,,,bar_chart-describe_the_characteristics_of_an_alternative_chart_type-food_and_agriculture
649,food and agriculture,bar,judge which design is more appropriate for a task,4,4,Y,Y,,,,,,,,bar_chart-judge_which_visualization_design_is_more_appropriate_for_a_task-food_and_agriculture
650,food and agriculture,bar,judge which task this visualization design best supports,4,4,Y,Y,,,,,,,,bar_chart-judge_which_task_this_visualization_design_best_supports-food_and_agriculture
651,food and agriculture,stacked bar,make comparisons,3,3,Y,N,wrong,3,3,Y,N,,,stacked_bar_chart-make_comparisons-food_and_agriculture
652,food and agriculture,stacked bar,identify range,3,3,Y,M,Too hard because not aligned,,,,,,,stacked_bar_chart-identify_range-food_and_agriculture
653,food and agriculture,stacked bar,retrieve value,4,4,Y,Y,,,,,,,,stacked_bar_chart-retrieve_value-food_and_agriculture
654,food and agriculture,stacked bar,locate value,3,4,Y,Y,,,,,,,,stacked_bar_chart-locate_value-food_and_agriculture
655,food and agriculture,stacked bar,identify labels of scales,4,4,Y,Y,,,,,,,,stacked_bar_chart-identify_labels_of_scales-food_and_agriculture
656,food and agriculture,stacked bar,describe the topic of the visualization,4,4,Y,Y,,,,,,,,stacked_bar_chart-describe_the_topic_of_the_visualization-food_and_agriculture
657,food and agriculture,stacked bar,estimate difference,3,4,Y,M,too hard for human eye,,,,,,,stacked_bar_chart-estimate_the_difference_between_two_values_of_the_same_type-food_and_agriculture
658,food and agriculture,stacked bar,estimate ratio,4,4,Y,Y,,,,,,,,stacked_bar_chart-estimate_the_ratio_of_one_value_to_another_value_of_the_same_type-food_and_agriculture
659,food and agriculture,stacked bar,estimate average,4,4,Y,Y,,,,,,,,stacked_bar_chart-estimate_the_average_of_multiple_values_of_the_same_type-food_and_agriculture
660,food and agriculture,stacked bar,describe trend or correlation,3,3,Y,Y,hard to ask trend without time,,,,,,,stacked_bar_chart-describe_trend_or_correlation-food_and_agriculture
661,food and agriculture,stacked bar,describe the characteristics of an alternative chart type,3,3,Y,N,just wrong,,,,,,,stacked_bar_chart-describe_the_characteristics_of_an_alternative_chart_type-food_and_agriculture
662,food and agriculture,stacked bar,judge which design is more appropriate for a task,4,4,Y,Y,,,,,,,,stacked_bar_chart-judge_which_visualization_design_is_more_appropriate_for_a_task-food_and_agriculture
663,food and agriculture,stacked bar,judge which task this visualization design best supports,4,4,Y,Y,,,,,,,,stacked_bar_chart-judge_which_task_this_visualization_design_best_supports-food_and_agriculture
664,food and agriculture,100 percent bar,make comparisons,4,4,Y,Y,,,,,,y,y,100_percent_stacked_bar_chart-make_comparisons-food_and_agriculture
665,food and agriculture,100 percent bar,identify range,3,3,Y,Y,,,,,,,,100_percent_stacked_bar_chart-identify_range-food_and_agriculture
666,food and agriculture,100 percent bar,retrieve value,4,4,Y,Y,,,,,,,,100_percent_stacked_bar_chart-retrieve_value-food_and_agriculture
667,food and agriculture,100 percent bar,locate value,3,3,Y,Y,,,,,,,,100_percent_stacked_bar_chart-locate_value-food_and_agriculture
668,food and agriculture,100 percent bar,identify labels of scales,4,4,Y,Y,,,,,,,,100_percent_stacked_bar_chart-identify_labels_of_scales-food_and_agriculture
669,food and agriculture,100 percent bar,describe the topic of the visualization,4,4,Y,Y,,,,,,,,100_percent_stacked_bar_chart-describe_the_topic_of_the_visualization-food_and_agriculture
670,food and agriculture,100 percent bar,estimate difference,4,4,Y,Y,,,,,,,,100_percent_stacked_bar_chart-estimate_the_difference_between_two_values_of_the_same_type-food_and_agriculture
671,food and agriculture,100 percent bar,estimate ratio,3,3,N,N,,3,3,Y,Y,,,100_percent_stacked_bar_chart-estimate_the_ratio_of_one_value_to_another_value_of_the_same_type-food_and_agriculture
672,food and agriculture,100 percent bar,estimate average,3,4,Y,Y,,4,4,Y,Y,,,100_percent_stacked_bar_chart-estimate_the_average_of_multiple_values_of_the_same_type-food_and_agriculture
673,food and agriculture,100 percent bar,describe trend or correlation,3,4,Y,Y,,,,,,,,100_percent_stacked_bar_chart-describe_trend_or_correlation-food_and_agriculture
674,food and agriculture,100 percent bar,describe the characteristics of an alternative chart type,4,4,Y,Y,,,,,,,,100_percent_stacked_bar_chart-describe_the_characteristics_of_an_alternative_chart_type-food_and_agriculture
675,food and agriculture,100 percent bar,judge which design is more appropriate for a task,4,4,Y,Y,,,,,,,,100_percent_stacked_bar_chart-judge_which_visualization_design_is_more_appropriate_for_a_task-food_and_agriculture
676,food and agriculture,100 percent bar,judge which task this visualization design best supports,4,4,Y,Y,,,,,,,,100_percent_stacked_bar_chart-judge_which_task_this_visualization_design_best_supports-food_and_agriculture
677,food and agriculture,area,make comparisons,4,4,Y,Y,,,,,,,,area_chart-make_comparisons-food_and_agriculture
678,food and agriculture,area,identify range,4,4,N,N,,4,4,Y,Y,,,area_chart-identify_range-food_and_agriculture
679,food and agriculture,area,retrieve value,4,4,Y,Y,,4,4,Y,Y,,,area_chart-retrieve_value-food_and_agriculture
680,food and agriculture,area,locate value,4,3,Y,Y,,,,,,,,area_chart-locate_value-food_and_agriculture
681,food and agriculture,area,identify labels of scales,4,4,Y,Y,,,,,,,,area_chart-identify_labels_of_scales-food_and_agriculture
682,food and agriculture,area,describe the topic of the visualization,4,4,Y,Y,,,,,,,,area_chart-describe_the_topic_of_the_visualization-food_and_agriculture
683,food and agriculture,area,estimate difference,4,4,Y,Y,,,,,,,,area_chart-estimate_the_difference_between_two_values_of_the_same_type-food_and_agriculture
684,food and agriculture,area,estimate ratio,4,4,Y,Y,,,,,,,,area_chart-estimate_the_ratio_of_one_value_to_another_value_of_the_same_type-food_and_agriculture
685,food and agriculture,area,estimate average,3,4,Y,Y,,,,,,,,area_chart-estimate_the_average_of_multiple_values_of_the_same_type-food_and_agriculture
686,food and agriculture,area,describe trend or correlation,4,4,Y,Y,,,,,,,,area_chart-describe_trend_or_correlation-food_and_agriculture
687,food and agriculture,area,describe the characteristics of an alternative chart type,3,4,Y,Y,,,,,,,,area_chart-describe_the_characteristics_of_an_alternative_chart_type-food_and_agriculture
688,food and agriculture,area,judge which design is more appropriate for a task,4,4,Y,Y,,,,,,,,area_chart-judge_which_visualization_design_is_more_appropriate_for_a_task-food_and_agriculture
689,food and agriculture,area,judge which task this visualization design best supports,4,4,Y,Y,,,,,,,,area_chart-judge_which_task_this_visualization_design_best_supports-food_and_agriculture
690,food and agriculture,stacked area,make comparisons,3,3,Y,N,,3,3,Y,Y,,,stacked_area_chart-make_comparisons-food_and_agriculture
691,food and agriculture,stacked area,identify range,3,3,Y,Y,,,,,,,,stacked_area_chart-identify_range-food_and_agriculture
692,food and agriculture,stacked area,retrieve value,4,4,Y,Y,hard,,,,,,,stacked_area_chart-retrieve_value-food_and_agriculture
693,food and agriculture,stacked area,locate value,3,4,Y,Y,,,,,,,,stacked_area_chart-locate_value-food_and_agriculture
694,food and agriculture,stacked area,identify labels of scales,4,4,Y,Y,,,,,,,,stacked_area_chart-identify_labels_of_scales-food_and_agriculture
695,food and agriculture,stacked area,describe the topic of the visualization,4,4,Y,Y,,,,,,,,stacked_area_chart-describe_the_topic_of_the_visualization-food_and_agriculture
696,food and agriculture,stacked area,estimate difference,4,4,Y,M,too hard for human eye,,,,,,,stacked_area_chart-estimate_the_difference_between_two_values_of_the_same_type-food_and_agriculture
697,food and agriculture,stacked area,estimate ratio,4,4,Y,Y,,,,,,y,y,stacked_area_chart-estimate_the_ratio_of_one_value_to_another_value_of_the_same_type-food_and_agriculture
698,food and agriculture,stacked area,estimate average,4,4,Y,Y,,,,,,,,stacked_area_chart-estimate_the_average_of_multiple_values_of_the_same_type-food_and_agriculture
699,food and agriculture,stacked area,describe trend or correlation,4,4,Y,Y,,,,,,,,stacked_area_chart-describe_trend_or_correlation-food_and_agriculture
700,food and agriculture,stacked area,describe the characteristics of an alternative chart type,4,1,N,N,stacked area hard to reply with line,,,,,,y,stacked_area_chart-describe_the_characteristics_of_an_alternative_chart_type-food_and_agriculture
701,food and agriculture,stacked area,judge which design is more appropriate for a task,4,4,Y,Y,,,,,,,,stacked_area_chart-judge_which_visualization_design_is_more_appropriate_for_a_task-food_and_agriculture
702,food and agriculture,stacked area,judge which task this visualization design best supports,4,4,Y,Y,,,,,,,,stacked_area_chart-judge_which_task_this_visualization_design_best_supports-food_and_agriculture
703,food and agriculture,scatterplot,make comparisons,4,4,Y,Y,,,,,,,,scatterplot-make_comparisons-food_and_agriculture
704,food and agriculture,scatterplot,identify range,4,4,Y,Y,,,,,,,,scatterplot-identify_range-food_and_agriculture
705,food and agriculture,scatterplot,retrieve value,3,3,Y,Y,,,,,,,,scatterplot-retrieve_value-food_and_agriculture
706,food and agriculture,scatterplot,locate value,4,4,Y,Y,,,,,,,,scatterplot-locate_value-food_and_agriculture
707,food and agriculture,scatterplot,identify labels of scales,4,4,Y,Y,,,,,,,,scatterplot-identify_labels_of_scales-food_and_agriculture
708,food and agriculture,scatterplot,describe the topic of the visualization,4,4,Y,Y,,,,,,,,scatterplot-describe_the_topic_of_the_visualization-food_and_agriculture
709,food and agriculture,scatterplot,estimate difference,4,4,Y,Y,,,,,,,,scatterplot-estimate_the_difference_between_two_values_of_the_same_type-food_and_agriculture
710,food and agriculture,scatterplot,estimate ratio,1,3,N,N,ratio of different types of values,,,,,y,,scatterplot-estimate_the_ratio_of_one_value_to_another_value_of_the_same_type-food_and_agriculture
711,food and agriculture,scatterplot,estimate average,4,4,Y,Y,,,,,,,,scatterplot-estimate_the_average_of_multiple_values_of_the_same_type-food_and_agriculture
712,food and agriculture,scatterplot,describe trend or correlation,4,4,Y,Y,,,,,,,,scatterplot-describe_trend_or_correlation-food_and_agriculture
713,food and agriculture,scatterplot,describe the characteristics of an alternative chart type,3,3,Y,Y,,,,,,,,scatterplot-describe_the_characteristics_of_an_alternative_chart_type-food_and_agriculture
714,food and agriculture,scatterplot,judge which design is more appropriate for a task,4,4,Y,Y,,,,,,,,scatterplot-judge_which_visualization_design_is_more_appropriate_for_a_task-food_and_agriculture
715,food and agriculture,scatterplot,judge which task this visualization design best supports,4,4,Y,Y,,,,,,,,scatterplot-judge_which_task_this_visualization_design_best_supports-food_and_agriculture
716,food and agriculture,bubble ,make comparisons,4,4,Y,N,,4,4,Y,Y,y,y,bubble_chart-make_comparisons-food_and_agriculture
717,food and agriculture,bubble ,identify range,3,3,Y,Y,hard,3,3,Y,Y,,,bubble_chart-identify_range-food_and_agriculture
718,food and agriculture,bubble ,retrieve value,3,4,Y,Y,,,,,,,,bubble_chart-retrieve_value-food_and_agriculture
719,food and agriculture,bubble ,locate value,3,4,Y,N,aggregation,3,4,Y,Y,,,bubble_chart-locate_value-food_and_agriculture
720,food and agriculture,bubble ,identify labels of scales,4,4,Y,Y,,,,,,,,bubble_chart-identify_labels_of_scales-food_and_agriculture
721,food and agriculture,bubble ,describe the topic of the visualization,4,4,Y,Y,,,,,,,,bubble_chart-describe_the_topic_of_the_visualization-food_and_agriculture
722,food and agriculture,bubble ,estimate difference,3,4,Y,M,aggregation,,,,,,,bubble_chart-estimate_the_difference_between_two_values_of_the_same_type-food_and_agriculture
723,food and agriculture,bubble ,estimate ratio,3,4,Y,M,aggregation,,,,,,,bubble_chart-estimate_the_ratio_of_one_value_to_another_value_of_the_same_type-food_and_agriculture
724,food and agriculture,bubble ,estimate average,4,4,Y,M,bubble size too hard,,,,,,,bubble_chart-estimate_the_average_of_multiple_values_of_the_same_type-food_and_agriculture
725,food and agriculture,bubble ,describe trend or correlation,4,4,Y,Y,,,,,,,,bubble_chart-describe_trend_or_correlation-food_and_agriculture
726,food and agriculture,bubble ,describe the characteristics of an alternative chart type,4,3,N,N,bubble hard to replace,,,,,,,bubble_chart-describe_the_characteristics_of_an_alternative_chart_type-food_and_agriculture
727,food and agriculture,bubble ,judge which design is more appropriate for a task,4,4,Y,Y,,,,,,,,bubble_chart-judge_which_visualization_design_is_more_appropriate_for_a_task-food_and_agriculture
728,food and agriculture,bubble ,judge which task this visualization design best supports,4,4,Y,Y,,,,,,,,bubble_chart-judge_which_task_this_visualization_design_best_supports-food_and_agriculture
729,food and agriculture,pie,make comparisons,4,4,Y,Y,,,,,,,,pie_chart-make_comparisons-food_and_agriculture
730,food and agriculture,pie,identify range,3,4,Y,Y,,3,4,Y,Y,,,pie_chart-identify_range-food_and_agriculture
731,food and agriculture,pie,retrieve value,4,4,Y,Y,,,,,,,,pie_chart-retrieve_value-food_and_agriculture
732,food and agriculture,pie,locate value,4,4,Y,Y,,,,,,,,pie_chart-locate_value-food_and_agriculture
733,food and agriculture,pie,identify labels of scales,2,2,N,N,special error: pie chart no label,,,,,,,pie_chart-identify_labels_of_scales-food_and_agriculture
734,food and agriculture,pie,describe the topic of the visualization,4,4,Y,Y,,,,,,,,pie_chart-describe_the_topic_of_the_visualization-food_and_agriculture
735,food and agriculture,pie,estimate difference,4,4,Y,Y,,,,,,,,pie_chart-estimate_the_difference_between_two_values_of_the_same_type-food_and_agriculture
736,food and agriculture,pie,estimate ratio,3,4,Y,Y,,3,4,Y,Y,,,pie_chart-estimate_the_ratio_of_one_value_to_another_value_of_the_same_type-food_and_agriculture
737,food and agriculture,pie,estimate average,3,3,Y,Y,,,,,,,,pie_chart-estimate_the_average_of_multiple_values_of_the_same_type-food_and_agriculture
738,food and agriculture,pie,describe trend or correlation,2,3,N,N,hard to ask trend without time,,,,,,,pie_chart-describe_trend_or_correlation-food_and_agriculture
739,food and agriculture,pie,describe the characteristics of an alternative chart type,4,4,Y,Y,,,,,,,,pie_chart-describe_the_characteristics_of_an_alternative_chart_type-food_and_agriculture
740,food and agriculture,pie,judge which design is more appropriate for a task,4,4,Y,Y,,,,,,,,pie_chart-judge_which_visualization_design_is_more_appropriate_for_a_task-food_and_agriculture
741,food and agriculture,pie,judge which task this visualization design best supports,4,4,Y,Y,,,,,,,,pie_chart-judge_which_task_this_visualization_design_best_supports-food_and_agriculture
742,food and agriculture,histogram,make comparisons,4,4,Y,Y,,,,,,,,histogram-make_comparisons-food_and_agriculture
743,food and agriculture,histogram,identify range,3,3,N,N,aggregation,,,,,y,,histogram-identify_range-food_and_agriculture
744,food and agriculture,histogram,retrieve value,3,3,N,N,aggregation,3,3,N,N,,,histogram-retrieve_value-food_and_agriculture
745,food and agriculture,histogram,locate value,2,3,N,N,aggregation,4,4,N,N,,,histogram-locate_value-food_and_agriculture
746,food and agriculture,histogram,identify labels of scales,4,4,Y,Y,,,,,,,,histogram-identify_labels_of_scales-food_and_agriculture
747,food and agriculture,histogram,describe the topic of the visualization,4,4,Y,Y,,,,,,,,histogram-describe_the_topic_of_the_visualization-food_and_agriculture
748,food and agriculture,histogram,estimate difference,4,4,Y,M,aggregation,,,,,,,histogram-estimate_the_difference_between_two_values_of_the_same_type-food_and_agriculture
749,food and agriculture,histogram,estimate ratio,4,4,Y,M,aggregation,,,,,,,histogram-estimate_the_ratio_of_one_value_to_another_value_of_the_same_type-food_and_agriculture
750,food and agriculture,histogram,estimate average,4,4,Y,M,too hard for human eyes,,,,,,,histogram-estimate_the_average_of_multiple_values_of_the_same_type-food_and_agriculture
751,food and agriculture,histogram,describe trend or correlation,4,4,Y,Y,,,,,,,,histogram-describe_trend_or_correlation-food_and_agriculture
752,food and agriculture,histogram,describe the characteristics of an alternative chart type,4,4,Y,Y,,,,,,,,histogram-describe_the_characteristics_of_an_alternative_chart_type-food_and_agriculture
753,food and agriculture,histogram,judge which design is more appropriate for a task,4,4,Y,Y,,,,,,,,histogram-judge_which_visualization_design_is_more_appropriate_for_a_task-food_and_agriculture
754,food and agriculture,histogram,judge which task this visualization design best supports,4,4,Y,Y,,,,,,,,histogram-judge_which_task_this_visualization_design_best_supports-food_and_agriculture
755,food and agriculture,choropleth map,make comparisons,4,4,Y,M,aggregation,4,4,Y,M,,,choropleth_map-make_comparisons-food_and_agriculture
756,food and agriculture,choropleth map,identify range,3,4,Y,Y,,,,,,,,choropleth_map-identify_range-food_and_agriculture
757,food and agriculture,choropleth map,retrieve value,3,4,Y,Y,,,,,,,,choropleth_map-retrieve_value-food_and_agriculture
758,food and agriculture,choropleth map,locate value,3,4,Y,Y,,,,,,,,choropleth_map-locate_value-food_and_agriculture
759,food and agriculture,choropleth map,identify labels of scales,4,4,Y,Y,,,,,,,,choropleth_map-identify_labels_of_scales-food_and_agriculture
760,food and agriculture,choropleth map,describe the topic of the visualization,4,4,Y,Y,,,,,,,,choropleth_map-describe_the_topic_of_the_visualization-food_and_agriculture
761,food and agriculture,choropleth map,estimate difference,3,4,Y,M,aggregation,3,4,Y,M,,,choropleth_map-estimate_the_difference_between_two_values_of_the_same_type-food_and_agriculture
762,food and agriculture,choropleth map,estimate ratio,3,4,Y,M,aggregation,3,4,Y,M,,,choropleth_map-estimate_the_ratio_of_one_value_to_another_value_of_the_same_type-food_and_agriculture
763,food and agriculture,choropleth map,estimate average,2,4,Y,M,aggregation,2,4,Y,M,,,choropleth_map-estimate_the_average_of_multiple_values_of_the_same_type-food_and_agriculture
764,food and agriculture,choropleth map,describe trend or correlation,4,4,Y,Y,,,,,,,,choropleth_map-describe_trend_or_correlation-food_and_agriculture
765,food and agriculture,choropleth map,describe the characteristics of an alternative chart type,3,3,Y,Y,,,,,,,,choropleth_map-describe_the_characteristics_of_an_alternative_chart_type-food_and_agriculture
766,food and agriculture,choropleth map,judge which design is more appropriate for a task,4,4,Y,Y,,,,,,,,choropleth_map-judge_which_visualization_design_is_more_appropriate_for_a_task-food_and_agriculture
767,food and agriculture,choropleth map,judge which task this visualization design best supports,4,4,Y,Y,,,,,,,,choropleth_map-judge_which_task_this_visualization_design_best_supports-food_and_agriculture
768,food and agriculture,tree map,make comparisons,3,4,Y,N,,3,4,Y,Y,,,tree_map-make_comparisons-food_and_agriculture
769,food and agriculture,tree map,identify range,2,2,Y,M,size is too hard for human eyes,,,,,,,tree_map-identify_range-food_and_agriculture
770,food and agriculture,tree map,retrieve value,3,3,Y,Y,,,,,,,,tree_map-retrieve_value-food_and_agriculture
771,food and agriculture,tree map,locate value,3,4,Y,Y,,,,,,,,tree_map-locate_value-food_and_agriculture
772,food and agriculture,tree map,identify labels of scales,3,4,Y,Y,,,,,,,,tree_map-identify_labels_of_scales-food_and_agriculture
773,food and agriculture,tree map,describe the topic of the visualization,4,4,Y,Y,,,,,,,,tree_map-describe_the_topic_of_the_visualization-food_and_agriculture
774,food and agriculture,tree map,estimate difference,4,4,Y,M,size is too hard for human eyes,,,,,,,tree_map-estimate_the_difference_between_two_values_of_the_same_type-food_and_agriculture
775,food and agriculture,tree map,estimate ratio,3,3,Y,M,size is too hard for human eyes,,,,,,,tree_map-estimate_the_ratio_of_one_value_to_another_value_of_the_same_type-food_and_agriculture
776,food and agriculture,tree map,estimate average,3,4,Y,M,size is too hard for human eyes,,,,,,,tree_map-estimate_the_average_of_multiple_values_of_the_same_type-food_and_agriculture
777,food and agriculture,tree map,describe trend or correlation,2,3,Y,Y,,,,,,,,tree_map-describe_trend_or_correlation-food_and_agriculture
778,food and agriculture,tree map,describe the characteristics of an alternative chart type,3,3,Y,Y,,,,,,,,tree_map-describe_the_characteristics_of_an_alternative_chart_type-food_and_agriculture
779,food and agriculture,tree map,judge which design is more appropriate for a task,4,4,Y,Y,,,,,,,,tree_map-judge_which_visualization_design_is_more_appropriate_for_a_task-food_and_agriculture
780,food and agriculture,tree map,judge which task this visualization design best supports,3,4,Y,Y,,,,,,,,tree_map-judge_which_task_this_visualization_design_best_supports-food_and_agriculture
781,economy,line,make comparisons,4,4,Y,Y,,,,,,,,line_chart-make_comparisons-economy
782,economy,line,identify range,4,3,Y,N,,4,3,Y,Y,,,line_chart-identify_range-economy
783,economy,line,retrieve value,4,4,Y,Y,,,,,,,,line_chart-retrieve_value-economy
784,economy,line,locate value,4,4,Y,Y,,,,,,,,line_chart-locate_value-economy
785,economy,line,identify labels of scales,4,4,Y,Y,,,,,,,,line_chart-identify_labels_of_scales-economy
786,economy,line,describe the topic of the visualization,4,4,Y,Y,,,,,,,,line_chart-describe_the_topic_of_the_visualization-economy
787,economy,line,estimate difference,4,4,Y,Y,,,,,,,,line_chart-estimate_the_difference_between_two_values_of_the_same_type-economy
788,economy,line,estimate ratio,3,4,Y,Y,,4,4,Y,Y,,,line_chart-estimate_the_ratio_of_one_value_to_another_value_of_the_same_type-economy
789,economy,line,estimate average,3,4,Y,Y,rounding error,3,4,Y,M,,,line_chart-estimate_the_average_of_multiple_values_of_the_same_type-economy
790,economy,line,describe trend or correlation,4,4,Y,Y,,,,,,,,line_chart-describe_trend_or_correlation-economy
791,economy,line,describe the characteristics of an alternative chart type,3,3,Y,Y,,,,,,,,line_chart-describe_the_characteristics_of_an_alternative_chart_type-economy
792,economy,line,judge which design is more appropriate for a task,4,4,Y,Y,,,,,,,,line_chart-judge_which_visualization_design_is_more_appropriate_for_a_task-economy
793,economy,line,judge which task this visualization design best supports,4,4,Y,Y,,,,,,y,y,line_chart-judge_which_task_this_visualization_design_best_supports-economy
794,economy,bar,make comparisons,4,4,Y,Y,,,,,,,,bar_chart-make_comparisons-economy
795,economy,bar,identify range,4,4,Y,Y,,,,,,,,bar_chart-identify_range-economy
796,economy,bar,retrieve value,4,4,Y,Y,,4,4,Y,Y,,,bar_chart-retrieve_value-economy
797,economy,bar,locate value,4,3,Y,Y,,,,,,,,bar_chart-locate_value-economy
798,economy,bar,identify labels of scales,4,4,Y,Y,,,,,,,,bar_chart-identify_labels_of_scales-economy
799,economy,bar,describe the topic of the visualization,4,4,Y,Y,,,,,,,,bar_chart-describe_the_topic_of_the_visualization-economy
800,economy,bar,estimate difference,4,4,Y,Y,,,,,,,,bar_chart-estimate_the_difference_between_two_values_of_the_same_type-economy
801,economy,bar,estimate ratio,4,4,Y,Y,,,,,,,,bar_chart-estimate_the_ratio_of_one_value_to_another_value_of_the_same_type-economy
802,economy,bar,estimate average,3,4,N,N,just wrong: calculation error,3,4,Y,N,,,bar_chart-estimate_the_average_of_multiple_values_of_the_same_type-economy
803,economy,bar,describe trend or correlation,2,3,Y,Y,hard to ask trend without time,,,,,,,bar_chart-describe_trend_or_correlation-economy
804,economy,bar,describe the characteristics of an alternative chart type,4,4,Y,Y,,,,,,,,bar_chart-describe_the_characteristics_of_an_alternative_chart_type-economy
805,economy,bar,judge which design is more appropriate for a task,4,4,Y,Y,,,,,,,,bar_chart-judge_which_visualization_design_is_more_appropriate_for_a_task-economy
806,economy,bar,judge which task this visualization design best supports,4,4,Y,Y,,,,,,,,bar_chart-judge_which_task_this_visualization_design_best_supports-economy
807,economy,stacked bar,make comparisons,3,3,Y,Y,hard,,,,,,,stacked_bar_chart-make_comparisons-economy
808,economy,stacked bar,identify range,3,3,Y,Y,,,,,,,,stacked_bar_chart-identify_range-economy
809,economy,stacked bar,retrieve value,4,4,Y,Y,,,,,,,,stacked_bar_chart-retrieve_value-economy
810,economy,stacked bar,locate value,4,4,Y,Y,hard,,,,,,,stacked_bar_chart-locate_value-economy
811,economy,stacked bar,identify labels of scales,4,4,Y,Y,,,,,,,,stacked_bar_chart-identify_labels_of_scales-economy
812,economy,stacked bar,describe the topic of the visualization,4,4,Y,Y,,,,,,,,stacked_bar_chart-describe_the_topic_of_the_visualization-economy
813,economy,stacked bar,estimate difference,3,4,Y,M,too hard for human eyes,,,,,,,stacked_bar_chart-estimate_the_difference_between_two_values_of_the_same_type-economy
814,economy,stacked bar,estimate ratio,4,4,Y,Y,,,,,,,,stacked_bar_chart-estimate_the_ratio_of_one_value_to_another_value_of_the_same_type-economy
815,economy,stacked bar,estimate average,4,4,Y,Y,approx correct; hard,,,,,,,stacked_bar_chart-estimate_the_average_of_multiple_values_of_the_same_type-economy
816,economy,stacked bar,describe trend or correlation,4,4,Y,Y,,,,,,,,stacked_bar_chart-describe_trend_or_correlation-economy
817,economy,stacked bar,describe the characteristics of an alternative chart type,3,3,N,N,same chart type,1,1,N,N,,,stacked_bar_chart-describe_the_characteristics_of_an_alternative_chart_type-economy
818,economy,stacked bar,judge which design is more appropriate for a task,4,4,Y,Y,,,,,,,,stacked_bar_chart-judge_which_visualization_design_is_more_appropriate_for_a_task-economy
819,economy,stacked bar,judge which task this visualization design best supports,4,4,Y,Y,"borderline M for ''correctness""",,,,,,,stacked_bar_chart-judge_which_task_this_visualization_design_best_supports-economy
820,economy,100 percent bar,make comparisons,4,4,Y,Y,hard,,,,,y,y,100_percent_stacked_bar_chart-make_comparisons-economy
821,economy,100 percent bar,identify range,3,3,Y,Y,,3,3,Y,Y,,,100_percent_stacked_bar_chart-identify_range-economy
822,economy,100 percent bar,retrieve value,4,4,Y,Y,,,,,,,,100_percent_stacked_bar_chart-retrieve_value-economy
823,economy,100 percent bar,locate value,3,3,Y,Y,,3,3,Y,Y,,,100_percent_stacked_bar_chart-locate_value-economy
824,economy,100 percent bar,identify labels of scales,4,4,Y,Y,,,,,,,,100_percent_stacked_bar_chart-identify_labels_of_scales-economy
825,economy,100 percent bar,describe the topic of the visualization,4,4,Y,Y,,,,,,,,100_percent_stacked_bar_chart-describe_the_topic_of_the_visualization-economy
826,economy,100 percent bar,estimate difference,4,4,Y,Y,,,,,,,,100_percent_stacked_bar_chart-estimate_the_difference_between_two_values_of_the_same_type-economy
827,economy,100 percent bar,estimate ratio,3,3,Y,Y,,,,,,,,100_percent_stacked_bar_chart-estimate_the_ratio_of_one_value_to_another_value_of_the_same_type-economy
828,economy,100 percent bar,estimate average,3,4,Y,Y,,3,4,Y,Y,,,100_percent_stacked_bar_chart-estimate_the_average_of_multiple_values_of_the_same_type-economy
829,economy,100 percent bar,describe trend or correlation,3,4,Y,Y,,,,,,,,100_percent_stacked_bar_chart-describe_trend_or_correlation-economy
830,economy,100 percent bar,describe the characteristics of an alternative chart type,3,2,N,N,wrong,1,3,N,N,y,y,100_percent_stacked_bar_chart-describe_the_characteristics_of_an_alternative_chart_type-economy
