Pid,trialName,Qid,Answer
author1,line_chart-make_comparisons-innovation,q5,
author1,pie_chart-identify_range-innovation,q2,4
author1,pie_chart-identify_range-innovation,q1,4
author1,pie_chart-identify_range-innovation,q3,Yes
author1,pie_chart-identify_range-innovation,q5,
author1,pie_chart-identify_range-innovation,q4,Yes
author1,stacked_area_chart-judge_which_task_this_visualization_design_best_supports-innovation,q5,
author1,stacked_area_chart-judge_which_task_this_visualization_design_best_supports-innovation,q4,Yes
author1,stacked_area_chart-judge_which_task_this_visualization_design_best_supports-innovation,q3,Yes
author1,stacked_area_chart-judge_which_task_this_visualization_design_best_supports-innovation,q1,4
author1,stacked_area_chart-judge_which_task_this_visualization_design_best_supports-innovation,q2,4
author1,pie_chart-estimate_the_ratio_of_one_value_to_another_value_of_the_same_type-innovation,q4,Yes
author1,pie_chart-estimate_the_ratio_of_one_value_to_another_value_of_the_same_type-innovation,q2,4
author1,pie_chart-estimate_the_ratio_of_one_value_to_another_value_of_the_same_type-innovation,q5,need to do math
author1,pie_chart-estimate_the_ratio_of_one_value_to_another_value_of_the_same_type-innovation,q1,4
author1,pie_chart-estimate_the_ratio_of_one_value_to_another_value_of_the_same_type-innovation,q3,Yes
author1,area_chart-judge_which_task_this_visualization_design_best_supports-health,q4,Yes
author1,area_chart-judge_which_task_this_visualization_design_best_supports-health,q1,4
author1,area_chart-judge_which_task_this_visualization_design_best_supports-health,q2,4
author1,area_chart-judge_which_task_this_visualization_design_best_supports-health,q3,Yes
author1,area_chart-judge_which_task_this_visualization_design_best_supports-health,q5,
author1,bubble_chart-estimate_the_difference_between_two_values_of_the_same_type-population_and_demography,q3,Yes
author1,bubble_chart-estimate_the_difference_between_two_values_of_the_same_type-population_and_demography,q2,4
author1,bubble_chart-estimate_the_difference_between_two_values_of_the_same_type-population_and_demography,q5,
author1,bubble_chart-estimate_the_difference_between_two_values_of_the_same_type-population_and_demography,q1,4
author1,bubble_chart-estimate_the_difference_between_two_values_of_the_same_type-population_and_demography,q4,Yes
author1,tree_map-estimate_the_average_of_multiple_values_of_the_same_type-politics,q5,
author1,tree_map-estimate_the_average_of_multiple_values_of_the_same_type-politics,q2,3
author1,tree_map-estimate_the_average_of_multiple_values_of_the_same_type-politics,q4,Yes
author1,tree_map-estimate_the_average_of_multiple_values_of_the_same_type-politics,q1,3
author1,tree_map-estimate_the_average_of_multiple_values_of_the_same_type-politics,q3,Yes
author2,area_chart-estimate_the_ratio_of_one_value_to_another_value_of_the_same_type-health,q4,Yes
author2,area_chart-estimate_the_ratio_of_one_value_to_another_value_of_the_same_type-health,q3,Yes
author2,area_chart-estimate_the_ratio_of_one_value_to_another_value_of_the_same_type-health,q2,4
author2,area_chart-estimate_the_ratio_of_one_value_to_another_value_of_the_same_type-health,q1,4
author2,area_chart-estimate_the_ratio_of_one_value_to_another_value_of_the_same_type-health,q5,
author2,scatterplot-describe_trend_or_correlation-health,q2,4
author2,scatterplot-describe_trend_or_correlation-health,q3,Yes
author2,scatterplot-describe_trend_or_correlation-health,q4,Yes
author2,scatterplot-describe_trend_or_correlation-health,q5,
author2,scatterplot-describe_trend_or_correlation-health,q1,4
author2,stacked_area_chart-describe_the_topic_of_the_visualization-health,q3,Yes
author2,stacked_area_chart-describe_the_topic_of_the_visualization-health,q4,Yes
author2,stacked_area_chart-describe_the_topic_of_the_visualization-health,q2,4
author2,stacked_area_chart-describe_the_topic_of_the_visualization-health,q5,
author2,stacked_area_chart-describe_the_topic_of_the_visualization-health,q1,4
author2,100_percent_stacked_bar_chart-describe_trend_or_correlation-health,q5,
author2,100_percent_stacked_bar_chart-describe_trend_or_correlation-health,q2,4
author2,100_percent_stacked_bar_chart-describe_trend_or_correlation-health,q4,Yes
author2,100_percent_stacked_bar_chart-describe_trend_or_correlation-health,q1,4
author2,100_percent_stacked_bar_chart-describe_trend_or_correlation-health,q3,Yes
author2,histogram-retrieve_value-health,q2,4
author2,histogram-retrieve_value-health,q1,4
author2,histogram-retrieve_value-health,q5,
author2,histogram-retrieve_value-health,q3,Yes
author2,histogram-retrieve_value-health,q4,Yes
author2,stacked_bar_chart-identify_range-health,q2,4
author2,stacked_bar_chart-identify_range-health,q3,Yes
author2,stacked_bar_chart-identify_range-health,q5,
author2,stacked_bar_chart-identify_range-health,q4,Yes
author2,stacked_bar_chart-identify_range-health,q1,4
author2,histogram-identify_range-health,q3,Yes
author2,histogram-identify_range-health,q1,4
author2,histogram-identify_range-health,q5,
author2,histogram-identify_range-health,q4,Yes
author2,histogram-identify_range-health,q2,4
author2,choropleth_map-estimate_the_ratio_of_one_value_to_another_value_of_the_same_type-health,q5,
author2,choropleth_map-estimate_the_ratio_of_one_value_to_another_value_of_the_same_type-health,q1,4
author2,choropleth_map-estimate_the_ratio_of_one_value_to_another_value_of_the_same_type-health,q3,Yes
author2,choropleth_map-estimate_the_ratio_of_one_value_to_another_value_of_the_same_type-health,q4,Yes
author2,choropleth_map-estimate_the_ratio_of_one_value_to_another_value_of_the_same_type-health,q2,4
author2,pie_chart-locate_value-health,q3,Yes
author2,pie_chart-locate_value-health,q5,
author2,pie_chart-locate_value-health,q4,Yes
author2,pie_chart-locate_value-health,q1,4
author2,pie_chart-locate_value-health,q2,4
author2,bubble_chart-identify_range-health,q3,Yes
author2,bubble_chart-identify_range-health,q4,Yes
author2,bubble_chart-identify_range-health,q1,4
author2,bubble_chart-identify_range-health,q5,
author2,bubble_chart-identify_range-health,q2,4
author2,line_chart-describe_the_topic_of_the_visualization-health,q2,4
author2,line_chart-describe_the_topic_of_the_visualization-health,q1,4
author2,line_chart-describe_the_topic_of_the_visualization-health,q3,Yes
author2,line_chart-describe_the_topic_of_the_visualization-health,q4,Yes
author2,line_chart-describe_the_topic_of_the_visualization-health,q5,
author2,pie_chart-describe_trend_or_correlation-health,q5,
author2,pie_chart-describe_trend_or_correlation-health,q3,Yes
author2,pie_chart-describe_trend_or_correlation-health,q2,4
author2,pie_chart-describe_trend_or_correlation-health,q1,4
author2,pie_chart-describe_trend_or_correlation-health,q4,Yes
author2,line_chart-identify_labels_of_scales-health,q2,4
author2,line_chart-identify_labels_of_scales-health,q4,Yes
author2,line_chart-identify_labels_of_scales-health,q3,Yes
author2,line_chart-identify_labels_of_scales-health,q5,
author2,line_chart-identify_labels_of_scales-health,q1,4
author2,stacked_area_chart-estimate_the_average_of_multiple_values_of_the_same_type-health,q5,on the harder side
author2,stacked_area_chart-estimate_the_average_of_multiple_values_of_the_same_type-health,q4,Yes
author2,stacked_area_chart-estimate_the_average_of_multiple_values_of_the_same_type-health,q3,Yes
author2,stacked_area_chart-estimate_the_average_of_multiple_values_of_the_same_type-health,q1,4
author2,stacked_area_chart-estimate_the_average_of_multiple_values_of_the_same_type-health,q2,4
author2,100_percent_stacked_bar_chart-identify_range-health,q4,Yes
author2,100_percent_stacked_bar_chart-identify_range-health,q3,Yes
author2,100_percent_stacked_bar_chart-identify_range-health,q1,4
author2,100_percent_stacked_bar_chart-identify_range-health,q2,4
author2,100_percent_stacked_bar_chart-identify_range-health,q5,
author2,line_chart-judge_which_visualization_design_is_more_appropriate_for_a_task-health,q2,4
author2,line_chart-judge_which_visualization_design_is_more_appropriate_for_a_task-health,q5,
author2,line_chart-judge_which_visualization_design_is_more_appropriate_for_a_task-health,q1,4
author2,line_chart-judge_which_visualization_design_is_more_appropriate_for_a_task-health,q3,Yes
author2,line_chart-judge_which_visualization_design_is_more_appropriate_for_a_task-health,q4,Yes
author2,100_percent_stacked_bar_chart-estimate_the_ratio_of_one_value_to_another_value_of_the_same_type-health,q4,Yes
author2,100_percent_stacked_bar_chart-estimate_the_ratio_of_one_value_to_another_value_of_the_same_type-health,q5,
author2,100_percent_stacked_bar_chart-estimate_the_ratio_of_one_value_to_another_value_of_the_same_type-health,q2,4
author2,100_percent_stacked_bar_chart-estimate_the_ratio_of_one_value_to_another_value_of_the_same_type-health,q1,4
author2,100_percent_stacked_bar_chart-estimate_the_ratio_of_one_value_to_another_value_of_the_same_type-health,q3,Yes
author2,choropleth_map-make_comparisons-population_and_demography,q3,Yes
author2,choropleth_map-make_comparisons-population_and_demography,q4,No
author2,choropleth_map-make_comparisons-population_and_demography,q1,4
author2,choropleth_map-make_comparisons-population_and_demography,q5,
author2,choropleth_map-make_comparisons-population_and_demography,q2,4
author2,tree_map-identify_labels_of_scales-population_and_demography,q1,4
author2,tree_map-identify_labels_of_scales-population_and_demography,q3,Yes
author2,tree_map-identify_labels_of_scales-population_and_demography,q2,4
author2,tree_map-identify_labels_of_scales-population_and_demography,q4,Yes
author2,tree_map-identify_labels_of_scales-population_and_demography,q5,
author2,bubble_chart-estimate_the_average_of_multiple_values_of_the_same_type-population_and_demography,q3,Yes
author2,bubble_chart-estimate_the_average_of_multiple_values_of_the_same_type-population_and_demography,q2,4
author2,bubble_chart-estimate_the_average_of_multiple_values_of_the_same_type-population_and_demography,q4,No
author2,bubble_chart-estimate_the_average_of_multiple_values_of_the_same_type-population_and_demography,q1,4
author2,bubble_chart-estimate_the_average_of_multiple_values_of_the_same_type-population_and_demography,q5,
author2,histogram-make_comparisons-population_and_demography,q5,
author2,histogram-make_comparisons-population_and_demography,q4,Yes
author2,histogram-make_comparisons-population_and_demography,q2,4
author2,histogram-make_comparisons-population_and_demography,q1,4
author2,histogram-make_comparisons-population_and_demography,q3,Yes
author2,tree_map-describe_the_characteristics_of_an_alternative_chart_type-population_and_demography,q3,Yes
author2,tree_map-describe_the_characteristics_of_an_alternative_chart_type-population_and_demography,q4,Yes
author2,tree_map-describe_the_characteristics_of_an_alternative_chart_type-population_and_demography,q1,4
author2,tree_map-describe_the_characteristics_of_an_alternative_chart_type-population_and_demography,q5,
author2,tree_map-describe_the_characteristics_of_an_alternative_chart_type-population_and_demography,q2,4
author2,choropleth_map-identify_labels_of_scales-population_and_demography,q4,Yes
author2,choropleth_map-identify_labels_of_scales-population_and_demography,q3,Yes
author2,choropleth_map-identify_labels_of_scales-population_and_demography,q5,
author2,choropleth_map-identify_labels_of_scales-population_and_demography,q1,4
author2,choropleth_map-identify_labels_of_scales-population_and_demography,q2,4
author2,histogram-identify_labels_of_scales-population_and_demography,q1,4
author2,histogram-identify_labels_of_scales-population_and_demography,q5,
author2,histogram-identify_labels_of_scales-population_and_demography,q4,Yes
author2,histogram-identify_labels_of_scales-population_and_demography,q2,4
author2,histogram-identify_labels_of_scales-population_and_demography,q3,Yes
author2,line_chart-describe_trend_or_correlation-population_and_demography,q5,
author2,line_chart-describe_trend_or_correlation-population_and_demography,q1,4
author2,line_chart-describe_trend_or_correlation-population_and_demography,q2,4
author2,line_chart-describe_trend_or_correlation-population_and_demography,q3,Yes
author2,line_chart-describe_trend_or_correlation-population_and_demography,q4,Yes
author2,bubble_chart-locate_value-population_and_demography,q4,Yes
author2,bubble_chart-locate_value-population_and_demography,q5,
author2,bubble_chart-locate_value-population_and_demography,q1,4
author2,bubble_chart-locate_value-population_and_demography,q2,4
author2,bubble_chart-locate_value-population_and_demography,q3,Yes
author2,area_chart-estimate_the_difference_between_two_values_of_the_same_type-population_and_demography,q2,4
author2,area_chart-estimate_the_difference_between_two_values_of_the_same_type-population_and_demography,q5,
author2,area_chart-estimate_the_difference_between_two_values_of_the_same_type-population_and_demography,q3,Yes
author2,area_chart-estimate_the_difference_between_two_values_of_the_same_type-population_and_demography,q1,4
author2,area_chart-estimate_the_difference_between_two_values_of_the_same_type-population_and_demography,q4,Yes
author2,choropleth_map-retrieve_value-population_and_demography,q5,
author2,choropleth_map-retrieve_value-population_and_demography,q4,More than one option could be considered correct
author2,choropleth_map-retrieve_value-population_and_demography,q2,4
author2,choropleth_map-retrieve_value-population_and_demography,q1,4
author2,choropleth_map-retrieve_value-population_and_demography,q3,Yes
author2,bar_chart-estimate_the_difference_between_two_values_of_the_same_type-population_and_demography,q3,Yes
author2,bar_chart-estimate_the_difference_between_two_values_of_the_same_type-population_and_demography,q4,Yes
author2,bar_chart-estimate_the_difference_between_two_values_of_the_same_type-population_and_demography,q5,"two options are the same, which is probably not ideal as part of MC"
author2,bar_chart-estimate_the_difference_between_two_values_of_the_same_type-population_and_demography,q1,4
author2,bar_chart-estimate_the_difference_between_two_values_of_the_same_type-population_and_demography,q2,3
author2,stacked_area_chart-describe_the_characteristics_of_an_alternative_chart_type-population_and_demography,q5,"there would probably be some overlap, so C doesn't seem to be the most accurate"
author2,stacked_area_chart-describe_the_characteristics_of_an_alternative_chart_type-population_and_demography,q3,Yes
author2,stacked_area_chart-describe_the_characteristics_of_an_alternative_chart_type-population_and_demography,q4,No
author2,stacked_area_chart-describe_the_characteristics_of_an_alternative_chart_type-population_and_demography,q1,4
author2,stacked_area_chart-describe_the_characteristics_of_an_alternative_chart_type-population_and_demography,q2,3
author2,100_percent_stacked_bar_chart-estimate_the_difference_between_two_values_of_the_same_type-population_and_demography,q2,4
author2,100_percent_stacked_bar_chart-estimate_the_difference_between_two_values_of_the_same_type-population_and_demography,q4,Yes
author2,100_percent_stacked_bar_chart-estimate_the_difference_between_two_values_of_the_same_type-population_and_demography,q1,4
author2,100_percent_stacked_bar_chart-estimate_the_difference_between_two_values_of_the_same_type-population_and_demography,q5,
author2,100_percent_stacked_bar_chart-estimate_the_difference_between_two_values_of_the_same_type-population_and_demography,q3,Yes
author2,bar_chart-estimate_the_average_of_multiple_values_of_the_same_type-population_and_demography,q5,
author2,bar_chart-estimate_the_average_of_multiple_values_of_the_same_type-population_and_demography,q1,4
author2,bar_chart-estimate_the_average_of_multiple_values_of_the_same_type-population_and_demography,q4,Yes
author2,bar_chart-estimate_the_average_of_multiple_values_of_the_same_type-population_and_demography,q2,4
author2,bar_chart-estimate_the_average_of_multiple_values_of_the_same_type-population_and_demography,q3,Yes
author2,tree_map-judge_which_task_this_visualization_design_best_supports-population_and_demography,q5,
author2,tree_map-judge_which_task_this_visualization_design_best_supports-population_and_demography,q1,4
author2,tree_map-judge_which_task_this_visualization_design_best_supports-population_and_demography,q4,Yes
author2,tree_map-judge_which_task_this_visualization_design_best_supports-population_and_demography,q3,Yes
author2,tree_map-judge_which_task_this_visualization_design_best_supports-population_and_demography,q2,4
author2,stacked_bar_chart-estimate_the_average_of_multiple_values_of_the_same_type-population_and_demography,q5,
author2,stacked_bar_chart-estimate_the_average_of_multiple_values_of_the_same_type-population_and_demography,q3,Yes
author2,stacked_bar_chart-estimate_the_average_of_multiple_values_of_the_same_type-population_and_demography,q4,Yes
author2,stacked_bar_chart-estimate_the_average_of_multiple_values_of_the_same_type-population_and_demography,q2,4
author2,stacked_bar_chart-estimate_the_average_of_multiple_values_of_the_same_type-population_and_demography,q1,4
author2,tree_map-make_comparisons-energy_and_environment,q5,
author2,tree_map-make_comparisons-energy_and_environment,q4,Yes
author2,tree_map-make_comparisons-energy_and_environment,q1,4
author2,tree_map-make_comparisons-energy_and_environment,q3,Yes
author2,tree_map-make_comparisons-energy_and_environment,q2,4
author2,line_chart-estimate_the_average_of_multiple_values_of_the_same_type-energy_and_environment,q1,4
author2,line_chart-estimate_the_average_of_multiple_values_of_the_same_type-energy_and_environment,q2,4
author2,line_chart-estimate_the_average_of_multiple_values_of_the_same_type-energy_and_environment,q3,Yes
author2,line_chart-estimate_the_average_of_multiple_values_of_the_same_type-energy_and_environment,q5,
author2,line_chart-estimate_the_average_of_multiple_values_of_the_same_type-energy_and_environment,q4,Yes
author2,pie_chart-make_comparisons-energy_and_environment,q4,Yes
author2,pie_chart-make_comparisons-energy_and_environment,q1,4
author2,pie_chart-make_comparisons-energy_and_environment,q3,Yes
author2,pie_chart-make_comparisons-energy_and_environment,q5,
author2,pie_chart-make_comparisons-energy_and_environment,q2,4
author2,bar_chart-identify_range-energy_and_environment,q5,
author2,bar_chart-identify_range-energy_and_environment,q2,4
author2,bar_chart-identify_range-energy_and_environment,q3,Yes
author2,bar_chart-identify_range-energy_and_environment,q1,4
author2,bar_chart-identify_range-energy_and_environment,q4,Yes
author2,tree_map-identify_range-energy_and_environment,q3,Yes
author2,tree_map-identify_range-energy_and_environment,q2,2
author2,tree_map-identify_range-energy_and_environment,q4,More than one option could be considered correct
author2,tree_map-identify_range-energy_and_environment,q1,2
author2,tree_map-identify_range-energy_and_environment,q5,not sure what the numbers correspond to
author2,bar_chart-retrieve_value-energy_and_environment,q3,Yes
author2,bar_chart-retrieve_value-energy_and_environment,q4,Yes
author2,bar_chart-retrieve_value-energy_and_environment,q2,4
author2,bar_chart-retrieve_value-energy_and_environment,q1,4
author2,bar_chart-retrieve_value-energy_and_environment,q5,
author2,pie_chart-identify_labels_of_scales-energy_and_environment,q1,3
author2,pie_chart-identify_labels_of_scales-energy_and_environment,q2,4
author2,pie_chart-identify_labels_of_scales-energy_and_environment,q4,Yes
author2,pie_chart-identify_labels_of_scales-energy_and_environment,q5,
author2,pie_chart-identify_labels_of_scales-energy_and_environment,q3,Yes
author2,pie_chart-retrieve_value-energy_and_environment,q1,4
author2,pie_chart-retrieve_value-energy_and_environment,q3,Yes
author2,pie_chart-retrieve_value-energy_and_environment,q4,Yes
author2,pie_chart-retrieve_value-energy_and_environment,q5,
author2,pie_chart-retrieve_value-energy_and_environment,q2,4
author2,bubble_chart-judge_which_visualization_design_is_more_appropriate_for_a_task-energy_and_environment,q2,4
author2,bubble_chart-judge_which_visualization_design_is_more_appropriate_for_a_task-energy_and_environment,q5,
author2,bubble_chart-judge_which_visualization_design_is_more_appropriate_for_a_task-energy_and_environment,q1,4
author2,bubble_chart-judge_which_visualization_design_is_more_appropriate_for_a_task-energy_and_environment,q3,Yes
author2,bubble_chart-judge_which_visualization_design_is_more_appropriate_for_a_task-energy_and_environment,q4,Yes
author2,stacked_bar_chart-identify_labels_of_scales-energy_and_environment,q3,Yes
author2,stacked_bar_chart-identify_labels_of_scales-energy_and_environment,q1,4
author2,stacked_bar_chart-identify_labels_of_scales-energy_and_environment,q4,Yes
author2,stacked_bar_chart-identify_labels_of_scales-energy_and_environment,q2,4
author2,stacked_bar_chart-identify_labels_of_scales-energy_and_environment,q5,
author2,scatterplot-make_comparisons-energy_and_environment,q5,
author2,scatterplot-make_comparisons-energy_and_environment,q2,4
author2,scatterplot-make_comparisons-energy_and_environment,q4,Yes
author2,scatterplot-make_comparisons-energy_and_environment,q1,4
author2,scatterplot-make_comparisons-energy_and_environment,q3,Yes
author2,area_chart-describe_the_characteristics_of_an_alternative_chart_type-energy_and_environment,q3,Yes
author2,area_chart-describe_the_characteristics_of_an_alternative_chart_type-energy_and_environment,q4,Yes
author2,area_chart-describe_the_characteristics_of_an_alternative_chart_type-energy_and_environment,q1,4
author2,area_chart-describe_the_characteristics_of_an_alternative_chart_type-energy_and_environment,q5,
author2,area_chart-describe_the_characteristics_of_an_alternative_chart_type-energy_and_environment,q2,4
author2,100_percent_stacked_bar_chart-estimate_the_average_of_multiple_values_of_the_same_type-energy_and_environment,q3,Yes
author2,100_percent_stacked_bar_chart-estimate_the_average_of_multiple_values_of_the_same_type-energy_and_environment,q4,Yes
author2,100_percent_stacked_bar_chart-estimate_the_average_of_multiple_values_of_the_same_type-energy_and_environment,q5,
author2,100_percent_stacked_bar_chart-estimate_the_average_of_multiple_values_of_the_same_type-energy_and_environment,q1,4
author2,100_percent_stacked_bar_chart-estimate_the_average_of_multiple_values_of_the_same_type-energy_and_environment,q2,4
author2,bar_chart-judge_which_task_this_visualization_design_best_supports-energy_and_environment,q4,Yes
author2,bar_chart-judge_which_task_this_visualization_design_best_supports-energy_and_environment,q2,4
author2,bar_chart-judge_which_task_this_visualization_design_best_supports-energy_and_environment,q1,4
author2,bar_chart-judge_which_task_this_visualization_design_best_supports-energy_and_environment,q5,
author2,bar_chart-judge_which_task_this_visualization_design_best_supports-energy_and_environment,q3,Yes
author2,line_chart-identify_range-energy_and_environment,q2,4
author2,line_chart-identify_range-energy_and_environment,q3,Yes
author2,line_chart-identify_range-energy_and_environment,q4,Yes
author2,line_chart-identify_range-energy_and_environment,q5,
author2,line_chart-identify_range-energy_and_environment,q1,4
author2,stacked_area_chart-make_comparisons-energy_and_environment,q1,3
author2,stacked_area_chart-make_comparisons-energy_and_environment,q5,
author2,stacked_area_chart-make_comparisons-energy_and_environment,q4,Yes
author2,stacked_area_chart-make_comparisons-energy_and_environment,q3,Yes
author2,stacked_area_chart-make_comparisons-energy_and_environment,q2,3
author2,line_chart-estimate_the_ratio_of_one_value_to_another_value_of_the_same_type-energy_and_environment,q1,4
author2,line_chart-estimate_the_ratio_of_one_value_to_another_value_of_the_same_type-energy_and_environment,q4,Yes
author2,line_chart-estimate_the_ratio_of_one_value_to_another_value_of_the_same_type-energy_and_environment,q3,Yes
author2,line_chart-estimate_the_ratio_of_one_value_to_another_value_of_the_same_type-energy_and_environment,q5,
author2,line_chart-estimate_the_ratio_of_one_value_to_another_value_of_the_same_type-energy_and_environment,q2,4
author2,stacked_area_chart-estimate_the_ratio_of_one_value_to_another_value_of_the_same_type-weather_and_climate,q3,Yes
author2,stacked_area_chart-estimate_the_ratio_of_one_value_to_another_value_of_the_same_type-weather_and_climate,q1,4
author2,stacked_area_chart-estimate_the_ratio_of_one_value_to_another_value_of_the_same_type-weather_and_climate,q2,4
author2,stacked_area_chart-estimate_the_ratio_of_one_value_to_another_value_of_the_same_type-weather_and_climate,q4,Yes
author2,stacked_area_chart-estimate_the_ratio_of_one_value_to_another_value_of_the_same_type-weather_and_climate,q5,
author2,100_percent_stacked_bar_chart-identify_labels_of_scales-weather_and_climate,q3,Yes
author2,100_percent_stacked_bar_chart-identify_labels_of_scales-weather_and_climate,q4,Yes
author2,100_percent_stacked_bar_chart-identify_labels_of_scales-weather_and_climate,q1,4
author2,100_percent_stacked_bar_chart-identify_labels_of_scales-weather_and_climate,q2,4
author2,100_percent_stacked_bar_chart-identify_labels_of_scales-weather_and_climate,q5,
author2,stacked_area_chart-identify_labels_of_scales-weather_and_climate,q4,Yes
author2,stacked_area_chart-identify_labels_of_scales-weather_and_climate,q3,Yes
author2,stacked_area_chart-identify_labels_of_scales-weather_and_climate,q2,4
author2,stacked_area_chart-identify_labels_of_scales-weather_and_climate,q5,
author2,stacked_area_chart-identify_labels_of_scales-weather_and_climate,q1,4
author2,scatterplot-judge_which_task_this_visualization_design_best_supports-weather_and_climate,q1,4
author2,scatterplot-judge_which_task_this_visualization_design_best_supports-weather_and_climate,q3,Yes
author2,scatterplot-judge_which_task_this_visualization_design_best_supports-weather_and_climate,q5,
author2,scatterplot-judge_which_task_this_visualization_design_best_supports-weather_and_climate,q2,4
author2,scatterplot-judge_which_task_this_visualization_design_best_supports-weather_and_climate,q4,Yes
author2,stacked_bar_chart-describe_the_characteristics_of_an_alternative_chart_type-weather_and_climate,q2,3
author2,stacked_bar_chart-describe_the_characteristics_of_an_alternative_chart_type-weather_and_climate,q3,No
author2,stacked_bar_chart-describe_the_characteristics_of_an_alternative_chart_type-weather_and_climate,q5,
author2,stacked_bar_chart-describe_the_characteristics_of_an_alternative_chart_type-weather_and_climate,q4,No
author2,stacked_bar_chart-describe_the_characteristics_of_an_alternative_chart_type-weather_and_climate,q1,3
author2,tree_map-judge_which_visualization_design_is_more_appropriate_for_a_task-weather_and_climate,q5,
author2,tree_map-judge_which_visualization_design_is_more_appropriate_for_a_task-weather_and_climate,q1,4
author2,tree_map-judge_which_visualization_design_is_more_appropriate_for_a_task-weather_and_climate,q3,Yes
author2,tree_map-judge_which_visualization_design_is_more_appropriate_for_a_task-weather_and_climate,q2,4
author2,tree_map-judge_which_visualization_design_is_more_appropriate_for_a_task-weather_and_climate,q4,Yes
author2,choropleth_map-judge_which_visualization_design_is_more_appropriate_for_a_task-weather_and_climate,q3,Yes
author2,choropleth_map-judge_which_visualization_design_is_more_appropriate_for_a_task-weather_and_climate,q5,
author2,choropleth_map-judge_which_visualization_design_is_more_appropriate_for_a_task-weather_and_climate,q1,4
author2,choropleth_map-judge_which_visualization_design_is_more_appropriate_for_a_task-weather_and_climate,q2,4
author2,choropleth_map-judge_which_visualization_design_is_more_appropriate_for_a_task-weather_and_climate,q4,Yes
author2,bubble_chart-estimate_the_ratio_of_one_value_to_another_value_of_the_same_type-weather_and_climate,q4,Yes
author2,bubble_chart-estimate_the_ratio_of_one_value_to_another_value_of_the_same_type-weather_and_climate,q3,Yes
author2,bubble_chart-estimate_the_ratio_of_one_value_to_another_value_of_the_same_type-weather_and_climate,q5,
author2,bubble_chart-estimate_the_ratio_of_one_value_to_another_value_of_the_same_type-weather_and_climate,q1,4
author2,bubble_chart-estimate_the_ratio_of_one_value_to_another_value_of_the_same_type-weather_and_climate,q2,4
author2,area_chart-judge_which_visualization_design_is_more_appropriate_for_a_task-weather_and_climate,q1,4
author2,area_chart-judge_which_visualization_design_is_more_appropriate_for_a_task-weather_and_climate,q3,Yes
author2,area_chart-judge_which_visualization_design_is_more_appropriate_for_a_task-weather_and_climate,q4,More than one option could be considered correct
author2,area_chart-judge_which_visualization_design_is_more_appropriate_for_a_task-weather_and_climate,q5,line and bar could both work fine
author2,area_chart-judge_which_visualization_design_is_more_appropriate_for_a_task-weather_and_climate,q2,4
author2,line_chart-describe_the_characteristics_of_an_alternative_chart_type-weather_and_climate,q3,Yes
author2,line_chart-describe_the_characteristics_of_an_alternative_chart_type-weather_and_climate,q5,"but the options don't really make sense just by reading them. also the question doesn't have ""this vis is just a demo"" sentence"
author2,line_chart-describe_the_characteristics_of_an_alternative_chart_type-weather_and_climate,q4,Yes
author2,line_chart-describe_the_characteristics_of_an_alternative_chart_type-weather_and_climate,q1,4
author2,line_chart-describe_the_characteristics_of_an_alternative_chart_type-weather_and_climate,q2,3
author2,scatterplot-locate_value-weather_and_climate,q4,Yes
author2,scatterplot-locate_value-weather_and_climate,q2,4
author2,scatterplot-locate_value-weather_and_climate,q5,
author2,scatterplot-locate_value-weather_and_climate,q3,Yes
author2,scatterplot-locate_value-weather_and_climate,q1,4
author2,100_percent_stacked_bar_chart-describe_the_topic_of_the_visualization-weather_and_climate,q1,4
author2,100_percent_stacked_bar_chart-describe_the_topic_of_the_visualization-weather_and_climate,q5,
author2,100_percent_stacked_bar_chart-describe_the_topic_of_the_visualization-weather_and_climate,q2,4
author2,100_percent_stacked_bar_chart-describe_the_topic_of_the_visualization-weather_and_climate,q4,Yes
author2,100_percent_stacked_bar_chart-describe_the_topic_of_the_visualization-weather_and_climate,q3,Yes
author2,histogram-judge_which_task_this_visualization_design_best_supports-weather_and_climate,q4,Yes
author2,histogram-judge_which_task_this_visualization_design_best_supports-weather_and_climate,q5,
author2,histogram-judge_which_task_this_visualization_design_best_supports-weather_and_climate,q3,Yes
author2,histogram-judge_which_task_this_visualization_design_best_supports-weather_and_climate,q1,4
author2,histogram-judge_which_task_this_visualization_design_best_supports-weather_and_climate,q2,4
author2,bar_chart-judge_which_visualization_design_is_more_appropriate_for_a_task-weather_and_climate,q5,
author2,bar_chart-judge_which_visualization_design_is_more_appropriate_for_a_task-weather_and_climate,q1,4
author2,bar_chart-judge_which_visualization_design_is_more_appropriate_for_a_task-weather_and_climate,q4,Yes
author2,bar_chart-judge_which_visualization_design_is_more_appropriate_for_a_task-weather_and_climate,q2,4
author2,bar_chart-judge_which_visualization_design_is_more_appropriate_for_a_task-weather_and_climate,q3,Yes
author2,100_percent_stacked_bar_chart-judge_which_task_this_visualization_design_best_supports-weather_and_climate,q4,Yes
author2,100_percent_stacked_bar_chart-judge_which_task_this_visualization_design_best_supports-weather_and_climate,q2,4
author2,100_percent_stacked_bar_chart-judge_which_task_this_visualization_design_best_supports-weather_and_climate,q5,
author2,100_percent_stacked_bar_chart-judge_which_task_this_visualization_design_best_supports-weather_and_climate,q1,4
author2,100_percent_stacked_bar_chart-judge_which_task_this_visualization_design_best_supports-weather_and_climate,q3,Yes
