"trialId","answer","correctAnswer","pid"
"bubble_chart-make_comparisons-food_and_agriculture","Barley","Barley","p60"
"bubble_chart-retrieve_value-economy","2 million","7 million","p60"
"bubble_chart_with_cluster-identify_clusters-innovation","Company A, Company B, Company C, Company D","Company A, Company B, Company C, Company D","p60"
"bubble_chart_with_outlier-identify_anomalies-innovation","Company C","Company A","p60"
"choropleth_map-make_comparisons-politics","Michigan","Michigan","p60"
"choropleth_map-retrieve_value-innovation","475","475","p60"
"histogram-locate_value-economy","$82,000","$82,000","p60"
"histogram-make_comparisons-economy","$50,000 bracket has more individuals","$50,000 bracket has more individuals","p60"
"histogram-retrieve_value-health","222","222","p60"
"line_chart-describe_trend_or_correlation-food_and_agriculture","Agricultural production shows a consistent decrease from 2000 to 2019.","Agricultural production shows a consistent decrease from 2000 to 2019.","p60"
"line_chart-estimate_the_difference_between_two_values_of_the_same_type-economy","12","8","p60"
"line_chart-identify_range-economy","[1, 10]","[1, 10]","p60"
"line_chart-locate_value-weather_and_climate","Day 11 and Day 20","Day 11 and Day 20","p60"
"line_chart-retrieve_value-education","142","142","p60"
"pie_chart-locate_value-politics","Green","Green","p60"
"pie_chart-make_comparisons-economy","Agriculture","Agriculture","p60"
"pie_chart-retrieve_value-economy","40%","40%","p60"
"scatterplot-describe_trend_or_correlation-food_and_agriculture","A strong negative correlation","A strong negative correlation","p60"
"scatterplot-identify_range-population_and_demography","[20, 79]","[20, 79]","p60"
"scatterplot-locate_value-population_and_demography","Population: 4003","Population: 4003","p60"
"scatterplot-make_comparisons-health","50-60 kg","50-60 kg","p60"
"scatterplot-retrieve_value-food_and_agriculture","254","254","p60"
"scatterplot_with_cluster-identify_clusters-population_and_demography","Around 3500 Population and 50 Median Age","Around 3500 Population and 50 Median Age","p60"
"scatterplot_with_outlier-identify_anomalies-weather_and_climate","Temperature at 109°F and Humidity at 96%","Temperature at 109°F and Humidity at 96%","p60"
"stacked_area_chart-describe_trend_or_correlation-population_and_demography","No clear trend in population changes is observed across all age groups.","No clear trend in population changes is observed across all age groups.","p60"
"stacked_area_chart-estimate_the_ratio_of_one_value_to_another_value_of_the_same_type-energy_and_environment","3.6","2.5","p60"
"stacked_area_chart-locate_value-education","106","106","p60"
"stacked_area_chart-make_comparisons-education","Elementary","Elementary","p60"
"stacked_area_chart-retrieve_value-food_and_agriculture","47","62","p60"
"stacked_bar_chart-estimate_the_ratio_of_one_value_to_another_value_of_the_same_type-health","2.9","0.9","p60"
"stacked_bar_chart-locate_value-health","Clinic 7","Clinic 7","p60"
"stacked_bar_chart-make_comparisons-population_and_demography","Region F","Region F","p60"
"stacked_bar_chart-retrieve_value-innovation","150","92","p60"
"tree_map-identify_the_hierarchical_structure-economy","Manufacturing","Manufacturing","p60"
"tree_map-locate_value-food_and_agriculture","Lettuces","Lettuces","p60"
"tree_map-retrieve_value-health","23%","5%","p60"
"100_percent_stacked_bar_chart-locate_value-population_and_demography","75+","75+","p63"
"100_percent_stacked_bar_chart-make_comparisons-economy","It is not possible to determine from the visualization","Manufacturing","p63"
"100_percent_stacked_bar_chart-retrieve_value-energy_and_environment","35%","35%","p63"
"area_chart-describe_trend_or_correlation-education","The number of graduates increases over time.","The number of graduates increases over time.","p63"
"area_chart-identify_range-innovation","[58, 150]","[58, 150]","p63"
"area_chart-locate_value-education","2019","2019","p63"
"area_chart-retrieve_value-weather_and_climate","97","97","p63"
"bar_chart-identify_range-economy","[113, 473]","[113, 473]","p63"
"bar_chart-locate_value-innovation","Renewable Energy","Renewable Energy","p63"
"bar_chart-make_comparisons-population_and_demography","""0-14"" has a larger population than ""45-64""","""0-14"" has a larger population than ""45-64""","p63"
"bar_chart-retrieve_value-economy","405","405","p63"
"bubble_chart-describe_trend_or_correlation-economy","There is no clear trend or correlation between GDP and Unemployment Rate.","There is no clear trend or correlation between GDP and Unemployment Rate.","p63"
"bubble_chart-identify_range-innovation","[61, 164]","[61, 164]","p63"
"bubble_chart-locate_value-innovation","Research Budget: 77","Research Budget: 77","p63"
"bubble_chart-make_comparisons-food_and_agriculture","Barley","Barley","p63"
"bubble_chart-retrieve_value-economy","7 million","7 million","p63"
"bubble_chart_with_cluster-identify_clusters-population_and_demography","City 1, City 2, City 3, and City 4","City 1, City 2, City 3, and City 4","p63"
"bubble_chart_with_outlier-identify_anomalies-population_and_demography","Outlands","Outlands","p63"
"choropleth_map-locate_value-food_and_agriculture","New York","New York","p63"
"choropleth_map-make_comparisons-politics","Michigan","Michigan","p63"
"choropleth_map-retrieve_value-politics","939","939","p63"
"histogram-locate_value-education","107","107","p63"
"histogram-make_comparisons-weather_and_climate","60-70°F","60-70°F","p63"
"histogram-retrieve_value-health","222","222","p63"
"line_chart-describe_trend_or_correlation-energy_and_environment","There is no clear trend in energy consumption over time.","There is no clear trend in energy consumption over time.","p63"
"line_chart-estimate_the_difference_between_two_values_of_the_same_type-politics","36","36","p63"
"line_chart-identify_range-health","[62, 96]","[62, 96]","p63"
"line_chart-locate_value-politics","2000","2000","p63"
"line_chart-retrieve_value-economy","10","10","p63"
"pie_chart-locate_value-education","Postgraduate","Postgraduate","p63"
"pie_chart-make_comparisons-economy","Agriculture","Agriculture","p63"
"pie_chart-retrieve_value-innovation","25%","25%","p63"
"scatterplot-describe_trend_or_correlation-energy_and_environment","No correlation","No correlation","p63"
"scatterplot-identify_range-economy","[537, 1991]","[537, 1991]","p63"
"scatterplot-locate_value-population_and_demography","Population: 4003","Population: 4003","p63"
"scatterplot-make_comparisons-economy","The Unemployment Rate is higher at a GDP of 1500 billion.","The Unemployment Rate is higher at a GDP of 1500 billion.","p63"
"scatterplot-retrieve_value-health","117 cm","117 cm","p63"
"scatterplot_with_cluster-identify_clusters-economy","Around GDP of 300 and Unemployment Rate of 12","Around GDP of 300 and Unemployment Rate of 12","p63"
"scatterplot_with_outlier-identify_anomalies-food_and_agriculture","Crop Yield: 120 quintals/ha, Fertilizer Use: 250 kg/ha","Crop Yield: 120 quintals/ha, Fertilizer Use: 250 kg/ha","p63"
"stacked_area_chart-describe_trend_or_correlation-politics","Votes for the Green party surpassed all other parties in the final year.","No clear trend or correlation in votes is observed across the parties over the years.","p63"
"stacked_area_chart-estimate_the_ratio_of_one_value_to_another_value_of_the_same_type-economy","0.7","0.7","p63"
"stacked_area_chart-locate_value-food_and_agriculture","2012","2012","p63"
"stacked_area_chart-make_comparisons-food_and_agriculture","Wheat","It varied by year.","p63"
"stacked_area_chart-retrieve_value-education","431","431","p63"
"stacked_bar_chart-estimate_the_ratio_of_one_value_to_another_value_of_the_same_type-population_and_demography","1.3","1.3","p63"
"stacked_bar_chart-locate_value-health","Clinic 7","Clinic 7","p63"
"stacked_bar_chart-make_comparisons-education","School A","School B","p63"
"stacked_bar_chart-retrieve_value-weather_and_climate","51","51","p63"
"tree_map-identify_the_hierarchical_structure-economy","Manufacturing","Manufacturing","p63"
"tree_map-locate_value-economy","Livestock","Livestock","p63"
"tree_map-retrieve_value-health","5%","5%","p63"
"100_percent_stacked_bar_chart-locate_value-education","Hilltop Middle","Hilltop Middle","p26"
"100_percent_stacked_bar_chart-make_comparisons-economy","Both had the same share","Manufacturing","p26"
"100_percent_stacked_bar_chart-retrieve_value-health","3%","3%","p26"
"area_chart-describe_trend_or_correlation-food_and_agriculture","Production fluctuated with no consistent trend.","Production fluctuated with no consistent trend.","p26"
"area_chart-identify_range-economy","[961, 961]","[961, 961]","p26"
"area_chart-locate_value-weather_and_climate","Day 11","Day 11","p26"
"area_chart-retrieve_value-population_and_demography","3112","3112","p26"
"bar_chart-identify_range-economy","[113, 473]","[113, 473]","p26"
"bar_chart-locate_value-economy","Manufacturing","Manufacturing","p26"
"bar_chart-make_comparisons-innovation","IoT","IoT","p26"
"bar_chart-retrieve_value-politics","8817","8817","p26"
"bubble_chart-describe_trend_or_correlation-economy","There is no clear trend or correlation between GDP and Unemployment Rate.","There is no clear trend or correlation between GDP and Unemployment Rate.","p26"
"bubble_chart-identify_range-economy","[217, 625]","[217, 625]","p26"
"bubble_chart-locate_value-food_and_agriculture","Rye: 129","Rye: 129","p26"
"bubble_chart-retrieve_value-food_and_agriculture","89","109","p26"
"bubble_chart_with_cluster-identify_clusters-population_and_demography","City 1, City 2, City 3, and City 4","City 1, City 2, City 3, and City 4","p26"
"bubble_chart_with_outlier-identify_anomalies-innovation","Company C","Company A","p26"
"choropleth_map-make_comparisons-weather_and_climate","Florida","Florida","p26"
"choropleth_map-retrieve_value-weather_and_climate","100","100","p26"
"histogram-locate_value-energy_and_environment","63 MWh","63 MWh","p26"
"histogram-make_comparisons-population_and_demography","Early thirties","Early thirties","p26"
"histogram-retrieve_value-health","222","222","p26"
"line_chart-describe_trend_or_correlation-food_and_agriculture","Agricultural production shows a consistent decrease from 2000 to 2019.","Agricultural production shows a consistent decrease from 2000 to 2019.","p26"
"line_chart-estimate_the_difference_between_two_values_of_the_same_type-health","32 bpm","32 bpm","p26"
"line_chart-identify_range-economy","[1, 10]","[1, 10]","p26"
"line_chart-locate_value-energy_and_environment","Time 9","Time 9","p26"
"line_chart-retrieve_value-health","64","64","p26"
"pie_chart-locate_value-politics","Green","Green","p26"
"pie_chart-make_comparisons-politics","The Socialist party has a larger percentage share.","The Socialist party has a larger percentage share.","p26"
"pie_chart-retrieve_value-food_and_agriculture","10%","10%","p26"
"scatterplot-describe_trend_or_correlation-health","A strong negative correlation between Weight and Height.","A strong negative correlation between Weight and Height.","p26"
"scatterplot-identify_range-economy","[537, 1991]","[537, 1991]","p26"
"scatterplot-locate_value-innovation","Research Investment of 38 million","Research Investment of 38 million","p26"
"scatterplot-make_comparisons-food_and_agriculture","2100-2200 kg/ha range","2100-2200 kg/ha range","p26"
"scatterplot-retrieve_value-energy_and_environment","476","476","p26"
"scatterplot_with_cluster-identify_clusters-weather_and_climate","Around 50 degrees temperature and 50 degrees humidity","Around 50 degrees temperature and 50 degrees humidity","p26"
"scatterplot_with_outlier-identify_anomalies-innovation","Innovation Index of 150 and Patent Count of 30","Innovation Index of 150 and Patent Count of 30","p26"
"stacked_area_chart-describe_trend_or_correlation-politics","Votes for the Green party surpassed all other parties in the final year.","No clear trend or correlation in votes is observed across the parties over the years.","p26"
"stacked_area_chart-estimate_the_ratio_of_one_value_to_another_value_of_the_same_type-population_and_demography","0.2","0.4","p26"
"stacked_area_chart-locate_value-food_and_agriculture","2012","2012","p26"
"stacked_area_chart-make_comparisons-economy","Agriculture","Agriculture","p26"
"stacked_area_chart-retrieve_value-innovation","191","191","p26"
"stacked_bar_chart-estimate_the_ratio_of_one_value_to_another_value_of_the_same_type-weather_and_climate","1.4","1.4","p26"
"stacked_bar_chart-locate_value-population_and_demography","Region G, Age Group 25-54","Region G, Age Group 25-54","p26"
"stacked_bar_chart-make_comparisons-economy","Technology","Technology","p26"
"stacked_bar_chart-retrieve_value-economy","492","492","p26"
"tree_map-identify_the_hierarchical_structure-politics","Foreign Policy","Foreign Policy","p26"
"tree_map-locate_value-education","Biology","Biology","p26"
"tree_map-retrieve_value-politics","20%","20%","p26"
"100_percent_stacked_bar_chart-locate_value-education","Hilltop Middle","Hilltop Middle","p77"
"100_percent_stacked_bar_chart-make_comparisons-economy","Both had the same share","Manufacturing","p77"
"100_percent_stacked_bar_chart-retrieve_value-politics","42%","42%","p77"
"area_chart-describe_trend_or_correlation-health","The number of patients recovered increases over time.","The number of patients recovered increases over time.","p77"
"area_chart-identify_range-health","[4, 251]","[7, 217]","p77"
"area_chart-locate_value-economy","Every year from 2001 to 2020","Every year from 2001 to 2020","p77"
"area_chart-retrieve_value-energy_and_environment","575 GWh","575 GWh","p77"
"bar_chart-identify_range-food_and_agriculture","[217, 917]","[217, 917]","p77"
"bar_chart-locate_value-population_and_demography","1194","1194","p77"
"bar_chart-make_comparisons-economy","Retail","Retail","p77"
"bar_chart-retrieve_value-innovation","217","217","p77"
"bubble_chart-describe_trend_or_correlation-economy","There is no clear trend or correlation between GDP and Unemployment Rate.","There is no clear trend or correlation between GDP and Unemployment Rate.","p77"
"bubble_chart-identify_range-weather_and_climate","[55, 110]","[62, 96]","p77"
"bubble_chart-locate_value-health","Patient 2","Patient 2","p77"
"bubble_chart-make_comparisons-weather_and_climate","Location B","Location B","p77"
"bubble_chart-retrieve_value-food_and_agriculture","89","109","p77"
"bubble_chart_with_cluster-identify_clusters-population_and_demography","City 1, City 2, City 3, and City 4","City 1, City 2, City 3, and City 4","p77"
"bubble_chart_with_outlier-identify_anomalies-weather_and_climate","Springfield","Springfield","p77"
"choropleth_map-make_comparisons-politics","Both have the same value","Michigan","p77"
"choropleth_map-retrieve_value-weather_and_climate","115","100","p77"
"histogram-locate_value-population_and_demography","43","43","p77"
"histogram-make_comparisons-economy","$50,000 bracket has more individuals","$50,000 bracket has more individuals","p77"
"histogram-retrieve_value-health","257","222","p77"
"line_chart-describe_trend_or_correlation-health","No clear trend or correlation in heart rate","No clear trend or correlation in heart rate","p77"
"line_chart-estimate_the_difference_between_two_values_of_the_same_type-weather_and_climate","1.0°F","1.0°F","p77"
"line_chart-identify_range-population_and_demography","[1500000, 122000000]","[3588198, 119145511]","p77"
"line_chart-locate_value-politics","2000","2000","p77"
"line_chart-retrieve_value-economy","10","10","p77"
"pie_chart-locate_value-education","Postgraduate","Postgraduate","p77"
"pie_chart-make_comparisons-innovation","Product Innovation has a larger share","Product Innovation has a larger share","p77"
"pie_chart-retrieve_value-population_and_demography","15%","15%","p77"
"scatterplot-describe_trend_or_correlation-weather_and_climate","A moderate positive correlation between temperature and humidity","A moderate positive correlation between temperature and humidity","p77"
"scatterplot-identify_range-innovation","[106, 200]","[106, 200]","p77"
"scatterplot-locate_value-health","51 kg","51 kg","p77"
"scatterplot-make_comparisons-health","50-60 kg","50-60 kg","p77"
"scatterplot-retrieve_value-health","117 cm","117 cm","p77"
"scatterplot_with_cluster-identify_clusters-population_and_demography","Around 3500 Population and 50 Median Age","Around 3500 Population and 50 Median Age","p77"
"scatterplot_with_outlier-identify_anomalies-politics","Political Support at 51 and Opposition at 150","Political Support at 51 and Opposition at 150","p77"
"stacked_area_chart-describe_trend_or_correlation-health","No clear trend is observed in the number of cases for the different health conditions over the years.","No clear trend is observed in the number of cases for the different health conditions over the years.","p77"
"stacked_area_chart-estimate_the_ratio_of_one_value_to_another_value_of_the_same_type-health","2.1","1.1","p77"
"stacked_area_chart-locate_value-food_and_agriculture","2012","2012","p77"
"stacked_area_chart-make_comparisons-population_and_demography","Age group ""0-14"" had a larger population.","Age group ""65+"" had a larger population.","p77"
"stacked_area_chart-retrieve_value-economy","600","452","p77"
"stacked_bar_chart-estimate_the_ratio_of_one_value_to_another_value_of_the_same_type-economy","1.2","1.2","p77"
"stacked_bar_chart-locate_value-politics","State 4","State 4","p77"
"stacked_bar_chart-make_comparisons-education","School B","School B","p77"
"stacked_bar_chart-retrieve_value-health","148","148","p77"
"tree_map-identify_the_hierarchical_structure-food_and_agriculture","Fruits","Fruits","p77"
"tree_map-locate_value-economy","Livestock","Livestock","p77"
"tree_map-retrieve_value-food_and_agriculture","17%","17%","p77"
"100_percent_stacked_bar_chart-locate_value-weather_and_climate","Location_A","Location_A","p6"
"100_percent_stacked_bar_chart-make_comparisons-economy","Manufacturing","Manufacturing","p6"
"100_percent_stacked_bar_chart-retrieve_value-weather_and_climate","29%","29%","p6"
"area_chart-describe_trend_or_correlation-food_and_agriculture","Production fluctuated with no consistent trend.","Production fluctuated with no consistent trend.","p6"
"area_chart-identify_range-energy_and_environment","[138, 961]","[138, 961]","p6"
"area_chart-locate_value-health","217 patients","217 patients","p6"
"area_chart-retrieve_value-health","99","99","p6"
"bar_chart-identify_range-education","[63, 167]","[63, 167]","p6"
"bar_chart-locate_value-population_and_demography","1194","1194","p6"
"bar_chart-make_comparisons-economy","Retail","Retail","p6"
"bar_chart-retrieve_value-weather_and_climate","100","100","p6"
"bubble_chart-describe_trend_or_correlation-economy","Higher GDP is associated with higher Unemployment Rate.","There is no clear trend or correlation between GDP and Unemployment Rate.","p6"
"bubble_chart-identify_range-economy","[217, 625]","[217, 625]","p6"
"bubble_chart-locate_value-economy","Alandria","Deltora","p6"
"bubble_chart-make_comparisons-weather_and_climate","Location B","Location B","p6"
"bubble_chart-retrieve_value-food_and_agriculture","109","109","p6"
"bubble_chart_with_cluster-identify_clusters-innovation","Company A, Company B, Company C, Company D","Company A, Company B, Company C, Company D","p6"
"bubble_chart_with_outlier-identify_anomalies-education","School A","School A","p6"
"choropleth_map-locate_value-weather_and_climate","Iowa","Iowa","p6"
"choropleth_map-make_comparisons-energy_and_environment","California","California","p6"
"choropleth_map-retrieve_value-economy","99708","99708","p6"
"histogram-locate_value-weather_and_climate","90°F","90°F","p6"
"histogram-make_comparisons-education","95-99","80-84","p6"
"histogram-retrieve_value-health","256","222","p6"
"line_chart-describe_trend_or_correlation-economy","A cyclical pattern with regular intervals of peaks and troughs.","No clear trend or correlation in GDP growth rates over the years.","p6"
"line_chart-estimate_the_difference_between_two_values_of_the_same_type-population_and_demography","25000000","29457000","p6"
"line_chart-identify_range-population_and_demography","[1500000, 122000000]","[3588198, 119145511]","p6"
"line_chart-locate_value-politics","2000","2000","p6"
"line_chart-retrieve_value-politics","57","57","p6"
"pie_chart-locate_value-politics","Green","Green","p6"
"pie_chart-make_comparisons-economy","Agriculture","Agriculture","p6"
"pie_chart-retrieve_value-energy_and_environment","20%","20%","p6"
"scatterplot-describe_trend_or_correlation-weather_and_climate","A moderate positive correlation between temperature and humidity","A moderate positive correlation between temperature and humidity","p6"
"scatterplot-identify_range-weather_and_climate","[62°F, 100°F]","[62°F, 100°F]","p6"
"scatterplot-locate_value-economy","GDP: 1991, Unemployment Rate: 0","GDP: 1991, Unemployment Rate: 0","p6"
"scatterplot-make_comparisons-energy_and_environment","Energy Consumption over 400 MWh","Energy Consumption over 400 MWh","p6"
"scatterplot-retrieve_value-economy","0","0","p6"
"scatterplot_with_cluster-identify_clusters-population_and_demography","Around 3500 Population and 50 Median Age","Around 3500 Population and 50 Median Age","p6"
"scatterplot_with_outlier-identify_anomalies-politics","Political Support at 51 and Opposition at 150","Political Support at 51 and Opposition at 150","p6"
"stacked_area_chart-describe_trend_or_correlation-politics","Votes for the Green party surpassed all other parties in the final year.","No clear trend or correlation in votes is observed across the parties over the years.","p6"
"stacked_area_chart-estimate_the_ratio_of_one_value_to_another_value_of_the_same_type-economy","0.7","0.7","p6"
"stacked_area_chart-locate_value-education","106","106","p6"
"stacked_area_chart-make_comparisons-population_and_demography","Age group ""65+"" had a larger population.","Age group ""65+"" had a larger population.","p6"
"stacked_area_chart-retrieve_value-education","431","431","p6"
"stacked_bar_chart-estimate_the_ratio_of_one_value_to_another_value_of_the_same_type-economy","1.2","1.2","p6"
"stacked_bar_chart-locate_value-economy","2018, Technology, $492 million","2018, Technology, $492 million","p6"
"stacked_bar_chart-make_comparisons-economy","Technology","Technology","p6"
"stacked_bar_chart-retrieve_value-economy","492","492","p6"
"tree_map-identify_the_hierarchical_structure-innovation","Healthcare","Healthcare","p6"
"tree_map-locate_value-economy","Livestock","Livestock","p6"
"tree_map-retrieve_value-food_and_agriculture","17%","17%","p6"
"100_percent_stacked_bar_chart-locate_value-innovation","Company E","Company E","p10"
"100_percent_stacked_bar_chart-make_comparisons-food_and_agriculture","Vegetables","Vegetables","p10"
"100_percent_stacked_bar_chart-retrieve_value-energy_and_environment","35%","35%","p10"
"area_chart-describe_trend_or_correlation-politics","No clear trend or correlation in votes over the years.","No clear trend or correlation in votes over the years.","p10"
"area_chart-identify_range-economy","[961, 961]","[961, 961]","p10"
"area_chart-locate_value-health","217 patients","217 patients","p10"
"area_chart-retrieve_value-innovation","142","142","p10"
"bar_chart-identify_range-weather_and_climate","[52, 100]","[52, 100]","p10"
"bar_chart-locate_value-innovation","Renewable Energy","Renewable Energy","p10"
"bar_chart-make_comparisons-innovation","IoT","IoT","p10"
"bar_chart-retrieve_value-education","139","139","p10"
"bubble_chart-describe_trend_or_correlation-population_and_demography","There is no clear trend or correlation between GDP Per Capita and Population.","There is no clear trend or correlation between GDP Per Capita and Population.","p10"
"bubble_chart-identify_range-population_and_demography","[39641, 95160]","[39641, 95160]","p10"
"bubble_chart-locate_value-economy","Alandria","Deltora","p10"
"bubble_chart-make_comparisons-food_and_agriculture","Barley","Barley","p10"
"bubble_chart-retrieve_value-food_and_agriculture","109","109","p10"
"bubble_chart_with_cluster-identify_clusters-population_and_demography","City 1, City 2, City 3, and City 4","City 1, City 2, City 3, and City 4","p10"
"bubble_chart_with_outlier-identify_anomalies-population_and_demography","Easthaven","Outlands","p10"
"choropleth_map-locate_value-food_and_agriculture","New York","New York","p10"
"choropleth_map-make_comparisons-education","Colorado","Colorado","p10"
"choropleth_map-retrieve_value-economy","99708","99708","p10"
"histogram-locate_value-politics","250 votes","36 votes","p10"
"histogram-make_comparisons-innovation","5-10 contains more observations.","5-10 contains more observations.","p10"
"histogram-retrieve_value-health","222","222","p10"
"line_chart-describe_trend_or_correlation-population_and_demography","The population increased steadily over the years.","The population increased steadily over the years.","p10"
"line_chart-estimate_the_difference_between_two_values_of_the_same_type-energy_and_environment","32.0 GWh","24.0 GWh","p10"
"line_chart-identify_range-economy","[1, 10]","[1, 10]","p10"
"line_chart-locate_value-politics","2000","2000","p10"
"line_chart-retrieve_value-politics","57","57","p10"
"pie_chart-locate_value-politics","Green","Green","p10"
"pie_chart-make_comparisons-economy","Agriculture","Agriculture","p10"
"pie_chart-retrieve_value-innovation","25%","25%","p10"
"scatterplot-describe_trend_or_correlation-energy_and_environment","Strong positive correlation","No correlation","p10"
"scatterplot-identify_range-politics","[52, 90]","[52, 90]","p10"
"scatterplot-locate_value-economy","GDP: 1991, Unemployment Rate: 0","GDP: 1991, Unemployment Rate: 0","p10"
"scatterplot-make_comparisons-politics","Above 80%","Below 60%","p10"
"scatterplot-retrieve_value-health","117 cm","117 cm","p10"
"scatterplot_with_cluster-identify_clusters-food_and_agriculture","Around 100 quintals per hectare of Crop Yield and 300 kg per hectare of Fertilizer Use","Around 100 quintals per hectare of Crop Yield and 300 kg per hectare of Fertilizer Use","p10"
"scatterplot_with_outlier-identify_anomalies-food_and_agriculture","Crop Yield: 120 quintals/ha, Fertilizer Use: 250 kg/ha","Crop Yield: 120 quintals/ha, Fertilizer Use: 250 kg/ha","p10"
"stacked_area_chart-describe_trend_or_correlation-population_and_demography","No clear trend in population changes is observed across all age groups.","No clear trend in population changes is observed across all age groups.","p10"
"stacked_area_chart-estimate_the_ratio_of_one_value_to_another_value_of_the_same_type-health","3.1","1.1","p10"
"stacked_area_chart-locate_value-food_and_agriculture","2012","2012","p10"
"stacked_area_chart-make_comparisons-economy","Agriculture","Agriculture","p10"
"stacked_area_chart-retrieve_value-politics","1155","917","p10"
"stacked_bar_chart-estimate_the_ratio_of_one_value_to_another_value_of_the_same_type-economy","3.2","1.2","p10"
"stacked_bar_chart-locate_value-energy_and_environment","Country B - Fossil","Country H - Nuclear","p10"
"stacked_bar_chart-make_comparisons-weather_and_climate","The values are equal","CityA","p10"
"stacked_bar_chart-retrieve_value-food_and_agriculture","850","689","p10"
"tree_map-identify_the_hierarchical_structure-food_and_agriculture","Fruits","Fruits","p10"
"tree_map-locate_value-economy","Livestock","Livestock","p10"
"tree_map-retrieve_value-health","20%","5%","p10"
"100_percent_stacked_bar_chart-locate_value-economy","Agriculture, 2021","Agriculture, 2020","p41"
"100_percent_stacked_bar_chart-make_comparisons-economy","Both had the same share","Manufacturing","p41"
"100_percent_stacked_bar_chart-retrieve_value-education","30%","30%","p41"
"area_chart-describe_trend_or_correlation-education","The number of graduates increases over time.","The number of graduates increases over time.","p41"
"area_chart-identify_range-innovation","[58, 150]","[58, 150]","p41"
"area_chart-locate_value-population_and_demography","2000","2000","p41"
"area_chart-retrieve_value-food_and_agriculture","191","191","p41"
"bar_chart-identify_range-economy","[113, 473]","[113, 473]","p41"
"bar_chart-locate_value-politics","Pirate","Pirate","p41"
"bar_chart-make_comparisons-education","Both programs have the same number of graduates.","Both programs have the same number of graduates.","p41"
"bar_chart-retrieve_value-population_and_demography","3226","3226","p41"
"bubble_chart-describe_trend_or_correlation-education","Schools with higher average test scores receive more funding.","There is no clear trend or correlation between the average test score and the number of students.","p41"
"bubble_chart-identify_range-economy","[217, 625]","[217, 625]","p41"
"bubble_chart-locate_value-politics","Libertarian Party with $1,378,536","Libertarian Party with $1,378,536","p41"
"bubble_chart-make_comparisons-food_and_agriculture","Barley","Barley","p41"
"bubble_chart-retrieve_value-weather_and_climate","10 mm","2 mm","p41"
"bubble_chart_with_cluster-identify_clusters-population_and_demography","City 1, City 2, City 3, and City 4","City 1, City 2, City 3, and City 4","p41"
"bubble_chart_with_outlier-identify_anomalies-energy_and_environment","Country D","Country A","p41"
"choropleth_map-locate_value-weather_and_climate","Maine","Iowa","p41"
"choropleth_map-make_comparisons-economy","Florida","Florida","p41"
"choropleth_map-retrieve_value-innovation","475","475","p41"
"histogram-locate_value-economy","$82,000","$82,000","p41"
"histogram-make_comparisons-health","150-159","150-159","p41"
"histogram-retrieve_value-health","257","222","p41"
"line_chart-describe_trend_or_correlation-economy","No clear trend or correlation in GDP growth rates over the years.","No clear trend or correlation in GDP growth rates over the years.","p41"
"line_chart-estimate_the_difference_between_two_values_of_the_same_type-population_and_demography","29457000","29457000","p41"
"line_chart-identify_range-politics","[17, 83]","[32, 68]","p41"
"line_chart-locate_value-energy_and_environment","Time 9","Time 9","p41"
"line_chart-retrieve_value-education","142","142","p41"
"pie_chart-locate_value-food_and_agriculture","Dairy","Dairy","p41"
"pie_chart-make_comparisons-population_and_demography","Youth","Youth","p41"
"pie_chart-retrieve_value-health","40%","25%","p41"
"scatterplot-describe_trend_or_correlation-education","There is no clear trend or correlation between Study Hours and Average Grade.","There is no clear trend or correlation between Study Hours and Average Grade.","p41"
"scatterplot-identify_range-health","[43, 120]","[51, 100]","p41"
"scatterplot-locate_value-health","51 kg","51 kg","p41"
"scatterplot-make_comparisons-health","90-100 kg","50-60 kg","p41"
"scatterplot-retrieve_value-weather_and_climate","72%","72%","p41"
"scatterplot_with_cluster-identify_clusters-innovation","Around the center at (50, 50)","Around the center at (50, 50)","p41"
"scatterplot_with_outlier-identify_anomalies-food_and_agriculture","Crop Yield: 70 quintals/ha, Fertilizer Use: 144 kg/ha","Crop Yield: 120 quintals/ha, Fertilizer Use: 250 kg/ha","p41"
"stacked_area_chart-describe_trend_or_correlation-politics","No clear trend or correlation in votes is observed across the parties over the years.","No clear trend or correlation in votes is observed across the parties over the years.","p41"
"stacked_area_chart-estimate_the_ratio_of_one_value_to_another_value_of_the_same_type-health","1.1","1.1","p41"
"stacked_area_chart-locate_value-politics","2007","2007","p41"
"stacked_area_chart-make_comparisons-economy","Agriculture","Agriculture","p41"
"stacked_area_chart-retrieve_value-politics","1055","917","p41"
"stacked_bar_chart-estimate_the_ratio_of_one_value_to_another_value_of_the_same_type-health","0.9","0.9","p41"
"stacked_bar_chart-locate_value-food_and_agriculture","Millet in the West with 970 tons","Millet in the West with 970 tons","p41"
"stacked_bar_chart-make_comparisons-education","School B","School B","p41"
"stacked_bar_chart-retrieve_value-weather_and_climate","85","51","p41"
"tree_map-identify_the_hierarchical_structure-health","Neurology","Neurology","p41"
"tree_map-locate_value-innovation","Pharma","Pharma","p41"
"tree_map-retrieve_value-economy","25%","15%","p41"
"100_percent_stacked_bar_chart-locate_value-economy","Services, 2019","Agriculture, 2020","p47"
"100_percent_stacked_bar_chart-make_comparisons-weather_and_climate","Sunny","Cloudy","p47"
"100_percent_stacked_bar_chart-retrieve_value-food_and_agriculture","49%","19%","p47"
